,seller_id,revenues,count_orders,days_last_activity,recency,frequency,monetary_ratio,rfm_score
23,855668e0971d4dfd7bef1b6a4133b41b,33855.89,327,8,1,5,5,4.0
24,55c26bcb609f480eb7868594245febb5,694.39,6,104,3,3,3,3.0
25,c0563dd588b775f2e37747ef6ad6c92c,3727.19,28,14,1,4,4,3.0
26,977f9f63dd360c2a32ece2f93ad6d306,3756.49,25,14,1,4,4,3.0
27,d673a59aac7a70d8b01e6902bf090a11,5036.17,84,11,1,5,4,3.0
28,d3f39f05462b79a4562d35893a28f159,3414.89,38,78,3,5,4,4.0
29,7d13fca15225358621be4086e1eb0964,120257.08,578,9,1,5,5,4.0
30,f7720c4fa8e3aba4546301ab80ea1f1b,5241.45,78,17,1,5,4,3.0
31,5dceca129747e92ff8ef7a997dc4f8ca,117537.81,346,70,3,5,5,4.0
32,d91fb3b7d041e83b64a00a3edfb37e4f,41047.04,536,10,1,5,5,4.0
33,77530e9772f57a62c906e1c21538ab82,70290.79,389,9,1,5,5,4.0
34,ba5daa4041e1f15cdf34b76e3e18a450,806.8,15,14,1,4,3,3.0
35,fe2032dab1a61af8794248c8196565c9,72245.31,306,13,1,5,5,4.0
36,955fee9216a65b617aa5c0531780ce60,199715.52,1499,6,1,5,5,4.0
37,f27e33c6d29b5138fa9967bcd445b6d5,9841.9,98,9,1,5,5,4.0
38,85d9eb9ddc5d00ca9336a2219c97bb13,16600.8,522,15,1,5,5,4.0
39,a5cba26a62b8b4d0145b68b841e62e7f,15381.24,55,14,1,5,5,4.0
40,a1043bafd471dff536d0c462352beb48,118181.59,770,9,1,5,5,4.0
41,f5f46307a4d15880ca14fab4ad9dfc9b,1522.92,10,278,4,3,3,3.0
42,a3a38f4affed601eb87a97788c949667,30415.62,263,11,1,5,5,4.0
43,980640c45d7a4635885491d077167e4d,1004.29,14,12,1,4,3,3.0
44,e9779976487b77c6d4ac45f75ec7afe9,53600.04,750,6,1,5,5,4.0
45,f8db351d8c4c4c22c6835c19a46f01b0,61267.26,724,9,1,5,5,4.0
46,f52c2422904463fdd7741f99045fecb6,590.19,13,13,1,4,2,2.0
47,669ae81880e08f269a64487cfb287169,16391.12,186,26,2,5,5,4.0
48,6860153b69cc696d5dcfe1cdaaafcf62,4712.21,84,10,1,5,4,3.0
49,33cbbec1e7e1044aaf11d152172c776f,773.39,16,16,1,4,3,3.0
50,f7ba60f8c3f99e7ee4042fdef03b70c4,82979.89,230,8,1,5,5,4.0
51,b33e7c55446eabf8fe1a42d037ac7d6d,46569.27,155,19,2,5,5,4.0
52,1025f0e2d44d7041d6cf58b6550e0bfa,241725.81,1428,8,1,5,5,4.0
53,ef0ace09169ac090589d85746e3e036f,19024.9,140,11,1,5,5,4.0
54,d1ef48b38baca7e831711c4a0aeb398f,1907.9,35,40,2,5,4,4.0
55,db4350fd57ae30082dec7acbaacc17f9,4104.24,146,13,1,5,4,3.0
56,391fc6631aebcf3004804e51b40bcf1e,55776.64,613,9,1,5,5,4.0
57,80e6699fe29150b372a0c8a1ebf7dcc8,11970.72,100,113,3,5,5,4.0
58,a673821011d0cec28146ea42f5ab767f,18551.94,146,12,1,5,5,4.0
59,70125af26c2d6d4ef401a1d02ae7701f,730.4,8,16,1,3,3,2.0
60,5b925e1d006e9476d738aa200751b73b,7748.5,63,14,1,5,5,4.0
61,2a84855fd20af891be03bc5924d2b453,17057.5,168,5,1,5,5,4.0
62,76d64c4aca3a7baf218bf93ef7fa768d,18806.19,69,8,1,5,5,4.0
63,5656537e588803a555b8eb41f07a944b,10665.75,188,11,1,5,5,4.0
64,817245bcc3badd82bbd222e0366951a6,10664.9,45,48,3,5,5,4.0
65,fcdd820084f17e9982427971e4e9d47f,14968.99,27,17,1,4,5,3.0
66,537eb890efff034a88679788b647c564,5890.89,173,6,1,5,5,4.0
67,f84a00e60c73a49e7e851c9bdca3a5bb,6518.98,99,40,2,5,5,4.0
68,c8417879a15366a17c30af34c798c332,5840.4,36,340,4,5,5,5.0
69,744dac408745240a2c2528fb1b6028f3,26965.6,84,20,2,5,5,4.0
70,6560211a19b47992c3666cc44a7e94c0,145433.31,2033,5,1,5,5,4.0
71,1ca7077d890b907f89be8c954a02686a,19262.63,137,147,3,5,5,4.0
72,6df688df543f90e9b38f4319e75a9d88,2964.1,56,285,4,5,4,4.0
73,3b15288545f8928d3e65a8f949a28291,21269.71,121,21,2,5,5,4.0
74,4a3ca9315b744ce9f8e9374361493884,254477.06,1987,7,1,5,5,4.0
75,76d5af76d0271110f9af36c92573f765,41783.74,159,33,2,5,5,4.0
76,4c8b8048e33af2bf94f2eb547746a916,3398.69,27,10,1,4,4,3.0
77,00fc707aaaad2d31347cf883cd2dfe10,21451.3,135,82,3,5,5,4.0
78,a6fe7de3d16f6149ffe280349a8535a0,3024.6,52,28,2,5,4,4.0
79,e5a38146df062edaf55c38afa99e42dc,17015.33,125,13,1,5,5,4.0
80,562fc2f2c2863ab7e79a9e4388a58a14,11122.92,270,13,1,5,5,4.0
81,0b90b6df587eb83608a64ea8b390cf07,45603.83,210,18,2,5,5,4.0
82,e70053bf73d1b5863932e53a9fa47496,4025.0,7,30,2,3,4,3.0
83,d566c37fa119d5e66c4e9052e83ee4ea,6009.75,73,8,1,5,5,4.0
84,23613d49c3ac2bd302259e55c06c050c,6047.12,80,15,1,5,5,4.0
85,dc4a0fc896dc34b0d5bfec8438291c80,29117.3,249,14,1,5,5,4.0
86,36890be00bbfc1cdb9a4a38a6af05a69,1361.3,13,15,1,4,3,3.0
87,fd386aa7bed2af3c7035c65506c9b4a3,2961.22,76,6,1,5,4,3.0
88,28405831a29823802aa22c084cfd0649,245.0,7,16,1,3,2,2.0
89,04308b1ee57b6625f47df1d56f00eedf,60130.6,94,22,2,5,5,4.0
90,95f83f51203c626648c875dd41874c7f,4742.41,67,14,1,5,4,3.0
91,5c243662ce92d84573bfaff24c3e3700,33409.62,100,206,4,5,5,5.0
92,e5a3438891c0bfdb9394643f95273d8e,9871.6,255,145,3,5,5,4.0
93,7e93a43ef30c4f03f38b393420bc753a,178610.06,340,52,3,5,5,4.0
94,813348c996469b40f2e028d5429d3495,14340.83,202,132,3,5,5,4.0
95,903037660cf848a717166eb7a06d616e,10666.3,60,21,2,5,5,4.0
96,7a425d299613df3e613bcf9d2eaf5c49,1218.8,18,33,2,4,3,3.0
97,8ed8ea9a57c862f2c18c2fe41f601d56,3831.9,19,85,3,4,4,4.0
98,d98eec89afa3380e14463da2aabaea72,8503.12,183,7,1,5,5,4.0
99,0adac9fbd9a2b63cccaac4f8756c1ca8,27344.84,142,18,2,5,5,4.0
100,bc47d5d1490df2b36add65d733eafaba,1321.7,25,26,2,4,3,3.0
101,da8622b14eb17ae2831f4ac5b9dab84a,235889.57,1551,6,1,5,5,4.0
102,d23019c84ffae2d5ef2270367b8605fc,29335.99,39,12,1,5,5,4.0
103,640e21a7d01df7614a3b4923e990d40c,12469.09,137,9,1,5,5,4.0
104,fa74b2f3287d296e9fbd2cc80f2d1cf1,2459.89,11,251,4,3,4,4.0
105,822166ed1e47908f7cfb49946d03c726,7432.69,108,48,3,5,5,4.0
106,3f9c56764fabca627406093dcb3ef0b4,909.3,7,132,3,3,3,3.0
107,4de6e4ba574aa9dfdc824bc44dc47fdd,451.1,14,60,3,4,2,3.0
108,c70c1b0d8ca86052f45a432a38b73958,58701.53,338,5,1,5,5,4.0
109,385799a1cddbd26dfeb9157356a42282,1185.87,7,359,4,3,3,3.0
110,57df9869a600bd6b7c405f2a862eccfb,125.0,5,20,2,2,1,2.0
111,3d871de0142ce09b7081e2b9d1733cb1,106354.89,1147,8,1,5,5,4.0
112,33ac3e28642ab8bda860a2f693000e78,3959.24,35,42,3,5,4,4.0
113,4e06067cc08b3f41d837768d392c3ee3,1835.44,46,30,2,5,4,4.0
114,1f50f920176fa81dab994f9023523100,220563.19,1931,9,1,5,5,4.0
115,6ec1a01e866584bb679eb9b098345919,4410.79,32,10,1,4,4,3.0
116,ef506c96320abeedfb894c34db06f478,10956.57,340,13,1,5,5,4.0
117,b6e1504972665f739dec4facb9943775,1484.48,14,161,3,4,3,3.0
118,2e1c9f22be269ef4643f826c9e650a52,13415.46,173,10,1,5,5,4.0
119,f789d2c4f2c2eb38fc4373e7a4b35264,6270.32,49,12,1,5,5,4.0
120,ba143b05f0110f0dc71ad71b4466ce92,6261.36,86,16,1,5,5,4.0
121,1a3df491d1c4f1589fc2b934ada68bf2,28528.2,178,19,2,5,5,4.0
122,bacb1f0ed56ad24198f5810d2b3fe9a5,7005.44,42,229,4,5,5,5.0
123,aba1721a889e04decc910aa13b768ef4,17914.3,92,13,1,5,5,4.0
124,cd68562d3f44870c08922d380acae552,21079.7,132,80,3,5,5,4.0
125,82cb9f452fe8334df74b22d37824b431,1235.7,18,33,2,4,3,3.0
126,cbd996ad3c1b7dc71fd0e5f5df9087e2,11409.74,196,7,1,5,5,4.0
127,e26901d5ab434ce92fd9b5c256820a4e,13807.89,221,356,4,5,5,5.0
128,ad781527c93d00d89a11eecd9dcad7c1,7663.54,44,110,3,5,5,4.0
129,1da366cade6d8276e7d8beea7af5d4bf,8102.09,49,273,4,5,5,5.0
130,0d33a55da925bbf1ff02af5f6059fc7f,715.19,24,33,2,4,3,3.0
131,8bb48dc19fccaa8613b6229bf7f452a2,6254.32,95,42,3,5,5,4.0
132,c864036feaab8c1659f65ea4faebe1da,10454.2,58,33,2,5,5,4.0
133,42b729f859728f5079499127a9c2ef37,6912.96,132,11,1,5,5,4.0
134,128639473a139ac0f3e5f5ade55873a5,13362.19,560,16,1,5,5,4.0
135,54965bbe3e4f07ae045b90b0b8541f52,12922.19,86,62,3,5,5,4.0
136,e5e33c0d8e7e002f398f5dc4cbbb338f,6896.1,29,26,2,4,5,4.0
137,17a053fcb14bd219540cbde0df490be0,57890.79,149,21,2,5,5,4.0
138,131fcb0a0c9a47bba4474aacff0f14b7,369.8,4,25,2,2,2,2.0
139,aae3bfea055532c57fb453ed3ec80b30,3427.58,50,111,3,5,4,4.0
140,f3b80352b986ab4d1057a4b724be19d0,11902.9,92,39,2,5,5,4.0
141,1d8dbc4f32378d715c717c1c1fc57bae,14512.01,98,71,3,5,5,4.0
142,37be5a7c751166fbc5f8ccba4119e043,58640.53,281,105,3,5,5,4.0
143,e59aa562b9f8076dd550fcddf0e73491,37421.3,84,14,1,5,5,4.0
144,520b493b57809f446cb0a233bb3e25c7,4619.89,73,258,4,5,4,4.0
145,a416b6a846a11724393025641d4edd5e,29358.26,181,13,1,5,5,4.0
146,ca3bd7cd9f149df75950150d010fe4a2,28891.43,138,28,2,5,5,4.0
147,6bbcb8924baf70b7fe2fe2097e8cd407,2477.9,11,25,2,3,4,3.0
148,a56a8043ebf66e42119618fb8cf232c6,83.0,1,729,5,1,1,2.0
149,11305281b50fff20ae8bb473f8e11876,8568.31,40,13,1,5,5,4.0
150,376a891762bbdecbc02b4b6adec3fdda,6805.23,58,124,3,5,5,4.0
151,4e922959ae960d389249c378d1c939f5,52232.16,454,6,1,5,5,4.0
152,240b9776d844d37535668549a396af32,13592.08,36,13,1,5,5,4.0
153,09f952a5f58d2285b0372551ae8f9b01,14561.84,56,10,1,5,5,4.0
154,1b4c3a6f53068f0b6944d2d005c9fc89,17311.88,117,39,2,5,5,4.0
155,062ce95fa2ad4dfaedfc79260130565f,9222.5,60,358,4,5,5,5.0
156,53243585a1d6dc2643021fd1853d8905,267106.73,410,13,1,5,5,4.0
157,5b07547f10dd980738a1a27f685af669,1274.4,14,10,1,4,3,3.0
158,0241d4d5d36f10f80c644447315af0bd,34347.27,246,6,1,5,5,4.0
159,cab85505710c7cb9b720bceb52b01cee,11797.3,209,6,1,5,5,4.0
160,6d66611d7c44cc30ce351abc49a68421,15649.9,176,9,1,5,5,4.0
161,71039d19d4303bf9054d69e9a9236699,3771.4,38,31,2,5,4,4.0
162,c68fb906c8f4b4b946d8386bfa6e5467,5362.42,48,35,2,5,4,4.0
163,46dc3b2cc0980fb8ec44634e21d2718e,135940.19,542,17,1,5,5,4.0
164,7681ef142fd2c19048da7430856b5588,63243.67,77,12,1,5,5,4.0
165,bd15ee794d5e640d9dd71b665b2ab15b,439.8,12,20,2,4,2,3.0
166,36a968b544695394e4e9d7572688598f,10408.7,162,7,1,5,5,4.0
167,33a17d60c64393351ebf1ef860f4e0f2,9555.16,47,20,2,5,5,4.0
168,609e1a9a6c2539919b8205cf7c4e6ff0,13897.77,130,10,1,5,5,4.0
169,dee656f0f566ed1aa85bd137c943f08f,6646.55,95,12,1,5,5,4.0
170,d1c281d3ae149232351cd8c8cc885f0d,35108.49,240,18,2,5,5,4.0
171,26d8a1c7c75d513045798992ead43aa2,8683.9,38,22,2,5,5,4.0
172,2a5b78b41cd05baeac8df54c6606b92c,23781.25,60,19,2,5,5,4.0
173,d9bd94811c3338dceb4181f3dbc0c73e,8482.62,61,13,1,5,5,4.0
174,6cd68b3ed6d59aaa9fece558ad360c0a,12303.37,157,133,3,5,5,4.0
175,527801b552d0077ffd170872eb49683b,18732.4,92,10,1,5,5,4.0
176,04e38a233f726ef161074ab1c9b0399a,1812.6,28,121,3,4,4,4.0
177,b1fc4f64df5a0e8b6913ab38803c57a9,11828.9,121,24,2,5,5,4.0
178,7299e27ed73d2ad986de7f7c77d919fa,38891.67,361,13,1,5,5,4.0
179,48efc9d94a9834137efd9ea76b065a38,375.4,34,585,5,4,2,4.0
180,1127b7f2594683f2510f1c2c834a486b,11102.24,132,12,1,5,5,4.0
181,18a349e75d307f4b4cc646a691ed4216,14944.29,148,8,1,5,5,4.0
182,8fdca8e349553f99bc738833a62c8802,1475.3,29,390,4,4,3,4.0
183,8f580d36c1e9d6fbce95283403c7d447,4813.25,8,20,2,3,4,3.0
184,41b39e28db005d9731d9d485a83b4c38,25100.7,231,14,1,5,5,4.0
185,fa1a9dec3a9940c072684a46728bf1fc,8406.68,60,12,1,5,5,4.0
186,c458e2045a8aa8964f8879af03fdcce6,1364.69,9,486,4,3,3,3.0
187,91f0eec23d4a61d7d7caeefa3f0ad1ca,2190.8,11,38,2,3,4,3.0
188,634964b17796e64304cadf1ad3050fb7,72570.46,326,16,1,5,5,4.0
189,23ff42c4bf1f8f16cddb19d8b972974a,324.5,3,341,4,2,2,3.0
190,620c87c171fb2a6dd6e8bb4dec959fc6,128908.79,798,10,1,5,5,4.0
191,891071be6ba827b591264c90c2ae8a63,4689.1,98,11,1,5,4,3.0
192,f80edd2c5aaa505cc4b0a3b219abf4b8,10831.04,128,7,1,5,5,4.0
193,c826c40d7b19f62a09e2d7c5e7295ee2,49557.66,373,7,1,5,5,4.0
194,2b3b9ce054da76a7428df143a567b156,749.18,6,15,1,3,3,2.0
195,cca3071e3e9bb7d12640c9fbe2301306,86831.87,830,12,1,5,5,4.0
196,1f9ab4708f3056ede07124aad39a2554,13986.13,79,93,3,5,5,4.0
197,8160255418d5aaa7dbdc9f4c64ebda44,62880.45,431,14,1,5,5,4.0
198,54a1852d1b8f10312c55e906355666ee,18024.36,204,13,1,5,5,4.0
199,b76dba6c951ab00dc4edf0a1aa88037e,2852.98,169,7,1,5,4,3.0
200,116ccb1a1604bc88e4d234a8c23f33de,2477.49,73,13,1,5,4,3.0
201,fa40cc5b934574b62717c68f3d678b6d,20697.82,340,105,3,5,5,4.0
202,04aa0a1c5ce6b222003403a3e11c3cc0,12574.0,17,340,4,4,5,4.0
203,edb1ef5e36e0c8cd84eb3c9b003e486d,81979.05,175,14,1,5,5,4.0
204,06a2c3af7b3aee5d69171b0e14f0ee87,38950.63,405,12,1,5,5,4.0
205,aafe36600ce604f205b86b5084d3d767,9686.79,131,18,2,5,5,4.0
206,0ea22c1cfbdc755f86b9b54b39c16043,15008.37,269,12,1,5,5,4.0
207,7a67c85e85bb2ce8582c35f2203ad736,147173.63,1171,13,1,5,5,4.0
208,7142540dd4c91e2237acb7e911c4eba2,39892.23,331,17,1,5,5,4.0
209,715bbd5ba4e6b74cb0d2f29eb45058b0,4479.9,64,15,1,5,4,3.0
210,f262cbc1c910c83959f849465454ddd3,12244.43,207,7,1,5,5,4.0
211,c3867b4666c7d76867627c2f7fb22e21,42638.89,259,56,3,5,5,4.0
212,8ae520247981aa06bc94abddf5f46d34,16320.99,65,14,1,5,5,4.0
213,66dc1b1632bd6a3e508510c5b3492107,4339.78,42,22,2,5,4,4.0
214,7ea5bfa6c340f58f8e71fc1f0412b0d6,11958.71,104,23,2,5,5,4.0
215,966cb4760537b1404caedd472cc610a5,51786.04,75,26,2,5,5,4.0
216,3bb32fedaa74e4ad20f4ce067733bd31,151.5,3,29,2,2,1,2.0
217,f5f1f2c5f923f36ad79ea1d07185ddc9,2202.95,13,152,3,4,4,4.0
218,48162d548f5b1b11b9d29d1e01f75a61,40681.24,91,17,1,5,5,4.0
219,4a3ccda38b2129705f3fb522db62ca31,24483.59,78,15,1,5,5,4.0
220,a3082f442524a1be452e3189e003b361,493.4,4,25,2,2,2,2.0
221,30a2f535bb48308f991d0b9ad4a8c4bb,7337.4,87,38,2,5,5,4.0
222,014d9a685fd57276679edd00e07089e5,1014.72,12,17,1,4,3,3.0
223,dfa0c4c6229ab200a4a1336b4d7128ff,6232.97,86,11,1,5,5,4.0
224,52f9db5cfb423382a2fa5c9e39303202,1313.75,23,32,2,4,3,3.0
225,e2aee0892199b1d92530e371abd825bf,8336.14,41,34,2,5,5,4.0
226,2e1a7d075abe038c1b2743005fe42ff1,2403.68,23,33,2,4,4,3.0
227,ce27a3cc3c8cc1ea79d11e561e9bebb6,49664.17,164,9,1,5,5,4.0
228,1acde099eb406aa220b1169b188b42da,344.9,10,301,4,3,2,3.0
229,b19f3ca2ea475913750f25a5c37c8d8f,6230.41,24,27,2,4,5,4.0
230,973f21788dfab357250f69a8dcb7ddee,2325.0,21,70,3,4,4,4.0
231,4be2e7f96b4fd749d52dff41f80e39dd,267.0,1,729,5,1,2,3.0
232,5a8e7d5003a1f221f9e1d6e411de7c23,20071.36,181,10,1,5,5,4.0
233,11742f81550ac064cc9a40f67151d9ad,781.9,2,17,1,1,3,2.0
234,f18112da765e0971ca5d510dec322bdd,327.8,2,245,4,1,2,2.0
235,e882b2a25a10b9c057cc49695f222c19,51152.54,58,16,1,5,5,4.0
236,bbad7e518d7af88a0897397ffdca1979,8128.32,85,28,2,5,5,4.0
237,53e4c6e0f4312d4d2107a8c9cddf45cd,37560.88,522,7,1,5,5,4.0
238,7ad32824caee82087b3e2e5f33b1bf32,29982.36,184,7,1,5,5,4.0
239,4d6d651bd7684af3fffabd5f08d12e5a,49591.48,395,11,1,5,5,4.0
240,e9bc59e7b60fc3063eb2290deda4cced,59008.04,269,18,2,5,5,4.0
241,850f4f8af5ea87287ac68de36e29107f,46802.11,192,68,3,5,5,4.0
242,e333046ce6517bd8bb510291d44f0130,8054.28,74,10,1,5,5,4.0
243,95ec4458365c4d11f452ccf538377619,2703.22,31,14,1,4,4,3.0
244,ba90964cff9b9e0e6f32b23b82465f7b,44212.5,38,19,2,5,5,4.0
245,7e3f87d16fb353f408d467e74fbd8014,5025.53,94,8,1,5,4,3.0
246,c3acdfac4e3e97ff87529454fbc03642,16788.0,12,18,2,4,5,4.0
247,81f89e42267213cb94da7ddc301651da,4995.0,52,7,1,5,4,3.0
248,7178f9f4dd81dcef02f62acdf8151e01,38533.36,216,17,1,5,5,4.0
249,97512d3fc193b2d1dfcdba0f9d1f0f8a,1586.85,13,16,1,4,3,3.0
250,e48b04bf1aa1ef711caebeb7aede6180,3187.1,25,141,3,4,4,4.0
251,fa1c13f2614d7b5c4749cbc52fecda94,196312.23,586,5,1,5,5,4.0
252,4be6b962d83299498bae2190f95d6566,684.92,12,22,2,4,3,3.0
253,98dac6635aee4995d501a3972e047414,14836.33,195,6,1,5,5,4.0
254,7b07b3c7487f0ea825fc6df75abd658b,10379.17,98,10,1,5,5,4.0
255,972d0f9cf61b499a4812cf0bfa3ad3c4,9417.39,88,12,1,5,5,4.0
256,381c83fdca332ea6afd896da20bf6e4a,7355.8,46,20,2,5,5,4.0
257,0951a6e282947e09cd47969f4ed0b47f,492.3,7,7,1,3,2,2.0
258,7ddcbb64b5bc1ef36ca8c151f6ec77df,57594.25,343,78,3,5,5,4.0
259,2138ccb85b11a4ec1e37afbd1c8eda1f,14576.05,429,6,1,5,5,4.0
260,165fc07beebdcb6190fba8a06db2a449,28814.15,64,20,2,5,5,4.0
261,7ad41305e96a6cab8294cd65891e9a86,180.0,2,90,3,1,1,2.0
262,2d518637f53161b973e01f56ea4bb88e,1219.89,13,35,2,4,3,3.0
263,8648b1e89e9b349e32d3741b30ec737e,8220.25,103,8,1,5,5,4.0
264,70eea00b476a314817cefde4aad4f89a,34165.63,114,12,1,5,5,4.0
265,31344c16881c08a8a72c6d2eb29918c1,9818.6,43,14,1,5,5,4.0
266,33a6f4b1e7cdc205511e76ba1b6e0186,14643.67,126,6,1,5,5,4.0
267,681fce914360217db47784ae28905a96,4813.29,24,35,2,4,4,3.0
268,229c3efbfb0ea2058de4ccdfbc3d784a,22150.0,148,17,1,5,5,4.0
269,fdaaf5bfda82b7b80535610c831b8d09,4607.9,15,120,3,4,4,4.0
270,b2ba3715d723d245138f291a6fe42594,56927.09,363,12,1,5,5,4.0
271,c42fd8e4d47dfb18ce5222f2dd7752f9,830.99,11,470,4,3,3,3.0
272,3092c0b297aacfb4bb6e056ebe13b9b8,1963.89,21,66,3,4,4,4.0
273,612170e34b97004b3ba37eae81836b4c,23583.72,110,12,1,5,5,4.0
274,75d34ebb1bd0bd7dde40dd507b8169c3,19616.02,72,210,4,5,5,5.0
275,9bcdfa7b615b3abb9461d9e3ad9886ae,2721.51,20,140,3,4,4,4.0
276,6d803cb79cc31c41c4c789a75933b3c7,10828.6,66,89,3,5,5,4.0
277,7aa4334be125fcdd2ba64b3180029f14,19149.16,240,265,4,5,5,5.0
278,9f505651f4a6abe901a56cdc21508025,29167.43,430,5,1,5,5,4.0
279,080199a181c46c657dc5aa235411be3b,15895.12,83,10,1,5,5,4.0
280,9646c3513289980f17226a2fc4720dbd,3774.9,78,45,3,5,4,4.0
281,f61c63d13f7cd800549d5acdd390ae72,3072.3,26,14,1,4,4,3.0
282,1c68394e931a64f90ea236c5ea590300,35982.22,171,21,2,5,5,4.0
283,f84fa566034f5e8e880a07ec624c56af,6224.45,102,20,2,5,5,4.0
284,b2479f944e1b90cf8a5de1bbfde284d6,7194.12,131,14,1,5,5,4.0
285,a4b6b9b992b46e9ef863637af96e04bc,19891.0,14,429,4,4,5,4.0
286,acce39e832338debb07b02385cde5967,4793.1,44,8,1,5,4,3.0
287,d05ae8f7a5bd1d2a690a44cd079e4e27,14582.33,81,16,1,5,5,4.0
288,d20b021d3efdf267a402c402a48ea64b,6373.55,106,35,2,5,5,4.0
289,6a8b085f816a1f75f92dbac6eb545f8f,6774.57,135,11,1,5,5,4.0
290,0432ead42b6c8a0bdf68154add917fdf,9071.0,90,38,2,5,5,4.0
291,fde0cc9ea29c8ccfc0a2c22256a58c71,3922.0,35,15,1,5,4,3.0
292,ad420dd0c4f92f8af951ac24b86d0cf5,5305.24,46,10,1,5,4,3.0
293,e94b64dc6979b302a5a5be1662c83bb6,306.89,2,64,3,1,2,2.0
294,ae45df84722b1d15c5f32b23a095746c,1335.66,12,52,3,4,3,3.0
295,e21a1e8be4715b0fcfd5385643bc49c4,1066.9,24,193,4,4,3,4.0
296,b499c00f28f4b7069ff6550af8c1348a,16782.74,187,10,1,5,5,4.0
297,17e34d8224d27a541263c4c64b11a56b,60029.0,268,14,1,5,5,4.0
298,bfd27a966d91cfaafdb25d076585f0da,20211.0,118,63,3,5,5,4.0
299,b92e3c8f9738272ff7c59e111e108d7c,10097.12,70,27,2,5,5,4.0
300,9bade61a92bed55a25d2b67b9f4ed739,192.46,3,158,3,2,2,2.0
301,f5a590cf36251cf1162ea35bef76fe84,57230.78,122,16,1,5,5,4.0
302,c003204e1ab016dfa150abc119207b24,26599.38,202,8,1,5,5,4.0
303,4371b634e0efc0e22b09b52907d9d469,11306.32,112,21,2,5,5,4.0
304,4830e40640734fc1c52cd21127c341d4,11200.66,219,7,1,5,5,4.0
305,4a1f694197d05fe70026b016a7316b41,2014.41,23,22,2,4,4,3.0
306,17f51e7198701186712e53a39c564617,56048.99,61,29,2,5,5,4.0
307,ea566164622c6b439516ab18062c42cd,10729.32,52,15,1,5,5,4.0
308,3985a3c45be355a4c57fde108bfabd1c,464.0,8,441,4,3,2,3.0
309,f00e21b1e91a79653163b7fd8f293ff1,3900.09,31,275,4,4,4,4.0
310,5abb8ea023c77787f2c15da891c8d384,2241.0,13,275,4,4,4,4.0
311,dbec9a0a7efeff029d4d9dce7dc4cc95,1170.0,3,20,2,2,3,2.0
312,4da0e408c99d2fdc2126dc9fce518060,4405.64,54,21,2,5,4,4.0
313,f4a04f7be452aa3bb31760bf00055dd0,1312.1,18,17,1,4,3,3.0
314,1838dd9b8977065acf51d95e0053ea7a,3173.5,67,33,2,5,4,4.0
315,de23c3b98a88888289c6f5cc1209054a,31122.69,181,17,1,5,5,4.0
316,082e0bf4cb865a6533b1e8e498cc0255,6369.3,23,17,1,4,5,3.0
317,213b25e6f54661939f11710a6fddb871,22612.15,194,20,2,5,5,4.0
318,709e16e2b25c7474d980076c6bfc4806,8272.4,80,8,1,5,5,4.0
319,83e197e95a1bbabc8c75e883ed016c47,9260.89,55,188,4,5,5,5.0
320,7daca0837f033a41a6f3428c18657533,1228.98,7,85,3,3,3,3.0
321,0015a82c2db000af6aaaf3ae2ecb0532,2685.0,3,320,4,2,4,3.0
322,818d28f936e791926d33bcb6ee94ef79,139.5,5,467,4,2,1,2.0
